Year,artist_link,Descrição,Fonte de Pesquisa,Type,Artist,Título,url,img_url,Medium,Error,0,0.1,0.2,0.3,0.4,Height (cm),Width (cm),Price (BRL),Price (USD),Medium_type,Sold,Year of sale
1960.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,Ed. 95/300.,Leilão Bolsa de Arte Dezembro de 2010,Pinturas,Victor Vasarely,s/t,https://www.catalogodasartes.com.br/obra/BzcAz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_53873.jpg,Serigrafia,,,,,,,57.0,57.0,3000.0,1807.23,reprodução,True,2010
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Estudo para o painel ""Descobrimento do Brasil"". Reproduzido no Raisonné do Artista, Vol. III, à p. 468, sob o registro nº 3367 - FCO [2974]. Com dedicatória ""Para o amigo Callado, com o abraço de Portinari"" - Esta obra entrou em leilão com o lance inicial de R$600.000,00",Leilão James Lisboa 20 e 21 de Março de 2013,Pinturas,Candido Portinari (1903-1962),Descobrimento do Brasil,https://www.catalogodasartes.com.br/obra/PPUtt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_99466.jpg,Desenho a grafite sobre papel,,,,,,,81.0,100.0,600000.0,303030.3,desenho,True,2013
,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,"VICENTE REGO MONTEIRO - Enlaçado ao jarro, GATO, incrível forma delineada em tons pasteis esta aquarela define a arte deste mestre. A.S.C med. 32 X 52,5 cm. - Texto transcrito do catálogo do leilão.",Leilão Quadrilátero 22 de Janeiro de 2020,Pinturas,Vicente do Rego Monteiro,"Enlaçado ao jarro, GATO",https://www.catalogodasartes.com.br/obra/PzDABD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_931751.jpg,Aquarela,,,,,,,52.5,32.0,4250.0,1009.5,pintura,False,2020
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"São Francisco Grafite s/ papel, 58 x 90 cm, ass. inferior direito, déc. 40. Registrado no Projeto Portinari, FCO 215. Estudo para painel da Igreja da Pampulha - Texto transcrito do catálogo do leilão.",Leilão Canvas 10 de Novembro de 2015,Pinturas,Candido Portinari (1903-1962),São Francisco,https://www.catalogodasartes.com.br/obra/GBAPcz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_257983.jpg,Grafite sobre papel,,,,,,,90.0,58.0,218500.0,57651.72,desenho,False,2015
1966.0,https://www.catalogodasartes.com.br/cotacao/artista/Emeric%20Marcier/,,Soraia Cals/Evandro Carneiro Leilões,Pinturas,Emeric Marcier,Tiradentes,https://www.catalogodasartes.com.br/obra/GUtD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2461.jpg,Óleo sobre Tela,,,,,,,73.0,54.0,26000.0,13000.0,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"CANDIDO PORTINARI - “Homem”, Gravura em metal – H.C., Ass.inf.dir, C.1940, 14,2 x 7,5 cm. - Um exemplar dessa gravura está reproduzida na pág.169, volume II sob nº 1295 (FCO 879) do catálogo Raisonné de Candido Portinari. - Reproduzida na pág.152 do livro “Odorico Tavares a minha casa baiana”. Sem moldura. - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$2.300,00",Leilão Lordello 31 do 05 e 01 do 06 de 2022,Pinturas,Candido Portinari (1903-1962),Homem,https://www.catalogodasartes.com.br/obra/DeGBBPU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1025594.jpg,Gravura em metal,,,,,,,7.5,14.2,2700.0,572.03,reprodução,True,2022
1940.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,Atestado de autenticidade do Projeto Portinari nº 745 e CR 1222 (nº publicada no Catálogo Raisonné).,Bel Galeria de Arte - Leilão novembro de 2007,Pinturas,Candido Portinari (1903-1962),Paisagem RJ,https://www.catalogodasartes.com.br/obra/GUUzc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_24438.jpg,Óleo sobre Tela,,,,,,,72.0,60.0,700000.0,355329.95,pintura,False,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Victor Vasarely AXO-44, 1968 Fine Art, Editions du Griffon 1974, assinado inferior direito. (no estado) 41 x 41 cm - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$1.000,00",Leilão JRutkauska 15 de Agosto de 2022,Pinturas,Victor Vasarely,AXO-44,https://www.catalogodasartes.com.br/obra/DeUePcz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1040983.jpg,fine art,,,,,,,41.0,41.0,1000.0,186.92,reprodução,True,2022
1970.0,https://www.catalogodasartes.com.br/cotacao/artista/Jose%20Paulo%20Moreira%20da%20Fonseca%20-%20Jos%C3%A9%20Paulo%20Moreira/,,Renot Leilão Junho/07,Pinturas,Jose Paulo Moreira da Fonseca - José Paulo Moreira,Há sempre uma saida,https://www.catalogodasartes.com.br/obra/GcGe/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2820.jpg,Óleo sobre Tela,,,,,,,24.0,33.0,2000.0,1000.0,pintura,True,2007
1939.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"PORTINARI, CANDIDO (1902-1962) - Praça Ensolarada - Aquarela s/ papel, 14 x 17 cm, ass. inferior direito, dat. 1939. Registrado no Projeto Portinari, FCO 1786 - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$14.800,00",Leilão Canvas 09 e 10 de Novembro de 2021,Pinturas,Candido Portinari (1903-1962),Praça Ensolarada,https://www.catalogodasartes.com.br/obra/PPzGAt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_993276.jpg,Aquarela sobre papel,,,,,,,17.0,14.0,42800.0,7795.99,pintura,True,2021
1982.0,https://www.catalogodasartes.com.br/cotacao/artista/Jose%20Leonilson%20Bezerra%20Dias%20-%20Leonilson%20-%20Dito/,ass. e dat. 1982 e com a letra M. correspondente a Madri na parte inf.,Soraia Cals/Evandro Carneiro Leilões,Pinturas,Jose Leonilson Bezerra Dias - Leonilson - Dito,Sem Título,https://www.catalogodasartes.com.br/obra/GztD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2361.jpg,Guache e monotipia de guache sobre papel,,,,,,,22.0,33.0,3700.0,1850.0,pintura,True,2007
1984.0,https://www.catalogodasartes.com.br/cotacao/artista/Juarez%20Machado/,,Pro Arte Leilões,Pinturas,Juarez Machado,Interior,https://www.catalogodasartes.com.br/obra/GtPA/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2697.jpg,Óleo sobre Tela,,,,,,,95.0,70.0,36000.0,18000.0,pintura,False,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Ass. no cachê de Denise René - exemplar 5/10. Esta obra entrou em pregão com o lance inicial de R$36.000,00",Leilão das Galerias Dezembro de 2008.,Pinturas,Victor Vasarely,Beryl Negutis,https://www.catalogodasartes.com.br/obra/GPPGt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_29926.jpg,Madeira pintada,,,,,,,36.0,36.0,37000.0,17209.3,pintura,True,2008
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Esta obra entrou em leilão com o lance inicial de R$250,00",Leilão Tableau 4 e 5 de Dezembro de 2012,Pinturas,Victor Vasarely,Composição,https://www.catalogodasartes.com.br/obra/PUGtz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_94263.jpg,Silkscreen,,,,,,,53.0,53.0,1200.0,571.43,outro,True,2012
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"desenho a caneta - tinteiro sobre papel - medindo 7x10cm.- assinatura estampada.(Esboço para a pintura - Gangorra e Amarelinha, - Reproduzido no raisonee do artista, vol. I, pág.371, figura 675 FC574).",Leilão Pro Arte 23 de Setembro de 2013,Pinturas,Candido Portinari (1903-1962),Gangorra,https://www.catalogodasartes.com.br/obra/DGUDtt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_124166.jpg,Desenho a caneta sobre papel,,,,,,,10.0,7.0,12000.0,5454.55,desenho,False,2013
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Candido Portinari - Rotogravura, 32,5 x 47 cm. - Texto transcrito do catálogo do leilão.",Leilão Arte85 10 de Agosto de 2023,Pinturas,Candido Portinari (1903-1962),Sem Título,https://www.catalogodasartes.com.br/obra/DDBecGP/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1150829.jpg,Rotogravura,,,,,,,47.0,32.5,350.0,72.16,reprodução,False,2023
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Sem título - Gravura s/n - 24 cm de diâm. - Esta obra entrou em leilão com o lance inicial de R$340,00",Leilão Arte e Eventos 24 de Abril de 2013,Pinturas,Victor Vasarely,Sem Título,https://www.catalogodasartes.com.br/obra/DetUzU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_106434.jpg,Gravura,,,,,,,24.0,24.0,480.0,238.81,reprodução,True,2013
1945.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"22 x 16 cm água-forte sobre papel assinatura inf. dir. 1945 Exemplar H.C. Reproduzido no Raisonné do Artista, Vol. III, pág. 99, sob o registro nº 2353 [FCO 864]. - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$5.000,00",Leilão James Lisboa 18 a 20 de Março de 2019,Pinturas,Candido Portinari (1903-1962),Cabeça de Mulher,https://www.catalogodasartes.com.br/obra/PeGGAP/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_902279.jpg,Água-forte sobre papel,,,,,,,16.0,22.0,8700.0,2289.47,reprodução,True,2019
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Esta obra entrou em pregão com o lance inicial de R$2.500,00",Leilão Aloisio Cravo Abril de 2009,Pinturas,Victor Vasarely,s/t,https://www.catalogodasartes.com.br/obra/BGUDz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_52413.jpg,Print,,,,,,,55.0,75.0,2500.0,1121.08,reprodução,True,2009
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,Serigrafia 30 x 24cm. Tiragem 109/200. Assinada a lápis no canto inferior direito da imagem. Sem moldura. - Texto transcrito do catálogo do leilão.,Leilão Sala Russia 10 de Dezembro de 2015,Pinturas,Victor Vasarely,Sem titulo,https://www.catalogodasartes.com.br/obra/ADeeAU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_710074.jpg,Serigrafia,,,,,,,24.0,30.0,1900.0,506.67,reprodução,False,2015
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,79/250.,Leilão Palácio dos Leilões Abril de 2010,Pinturas,Victor Vasarely,s/t,https://www.catalogodasartes.com.br/obra/UzzzU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_43334.jpg,Serigrafia,,,,,,,61.0,105.0,2000.0,1041.67,reprodução,False,2010
1948.0,https://www.catalogodasartes.com.br/cotacao/artista/Ione%20Saldanha/,,Soraia Cals Escritório de Arte,Pinturas,Ione Saldanha,Casarão,https://www.catalogodasartes.com.br/obra/BtA/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_567.jpg,Óleo sobre Tela,,,,,,,73.0,60.0,14000.0,6334.84,pintura,False,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,Ex-coleção Lucienne Geo Charles - Paris,Leilão Palácio dos leiloes dezembro de 2012,Pinturas,Vicente do Rego Monteiro,Mulher com violino,https://www.catalogodasartes.com.br/obra/PDcDe/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_91810.jpg,Óleo diluído sobre cartão,,,,,,,44.0,53.0,60000.0,28436.02,pintura,False,2012
1974.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Victor Vasarely AXO - 44, 1968, Print - Edições Griffon 1974, assinado inferior direito, 40 x 40 cm. - Texto transcrito do catálogo do leilão.",Leilão Vivian Perez 16 de Abril de 2019,Pinturas,Victor Vasarely,AXO,https://www.catalogodasartes.com.br/obra/PeUUtU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_904464.jpg,Impressão,,,,,,,40.0,40.0,1200.0,310.88,outro,False,2019
,https://www.catalogodasartes.com.br/cotacao/artista/Marc%20Chagall/,,Bel Galeria de Arte - Leilão março de 2008,Pinturas,Marc Chagall,s/t,https://www.catalogodasartes.com.br/obra/GAzPU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_27394.jpg,Reprodução Gráfica,,,,,,,58.0,46.0,100.0,55.56,reprodução,False,2008
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Mulher e Estudos Técnica utilizada nesta obra: Desenho a nanquim s/ cartolina, 24,7 x 36,7 cm, ass. inferior direito. Registrado no Projeto Portinari FCO 6140 Esta obra entrou em leilão com o lance inicial de R$26.500,00",Leilão Canvas 26 de Novembro de 2013,Pinturas,Candido Portinari (1903-1962),Mulher e Estudos,https://www.catalogodasartes.com.br/obra/DzUzDB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_134315.jpg,desenho a nanquim sobre cartão,,,,,,,36.7,24.7,26500.0,11622.81,desenho,True,2013
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,serigrafia - 74x61 cm - cie - 31 de 250 - Texto transcrito do catálogo do leilão.,Leilão Celso Albano 1 de Novembro de 2014,Pinturas,Victor Vasarely,Sem título,https://www.catalogodasartes.com.br/obra/DBBezP/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_155039.jpg,Serigrafia,,,,,,,61.0,74.0,2000.0,819.67,reprodução,False,2012
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Sem Título Colagem de cartão s/ madeira, 55 x 55 cm, ass. inferior direito - Texto transcrito do catálogo do leilão.",Leilão Canvas 24 de Junho de 2014,Pinturas,Victor Vasarely,Sem Título,https://www.catalogodasartes.com.br/obra/DUBBze/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_145530.jpg,Cartão colado sobre chapa de madeira,,,,,,,55.0,55.0,85500.0,38687.78,outro,False,2014
1965.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,,Soraia Cals Escritório de Arte,Pinturas,Vicente do Rego Monteiro,s/t,https://www.catalogodasartes.com.br/obra/APU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_794.jpg,monotipia sobre papel,,,,,,,27.0,36.0,2500.0,1131.22,outro,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Vasarely, Victor - Sem título - EA 23/25. Serigrafia, 65x61 cm, sem data, A.C.I.D. Sem moldura. - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$1.800,00",Leilão Luiz Arena 07 de Abril de 2020,Pinturas,Victor Vasarely,Sem título,https://www.catalogodasartes.com.br/obra/PztGUt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_936246.jpg,Serigrafia,,,,,,,61.0,65.0,1800.0,340.26,reprodução,True,2020
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"""Figuras"" - Guache - 12 x 13 cm - Déc. 50 - a.c.i.d. Obs.: Com registro no Projeto Portinari. - Esta obra entrou em leilão com o lance inicial de R$30,000,00",Leilão Renot 06 de Maio de 2013,Pinturas,Candido Portinari (1903-1962),Figuras,https://www.catalogodasartes.com.br/obra/DetAcc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_106788.jpg,Guache,,,,,,,13.0,12.0,30000.0,15000.0,pintura,True,2013
1960.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,"Esta obra entrou em pregão com o lance inicial de R$63.000,00.",Soraia Cals Leilão Novembro/2007,Pinturas,Vicente do Rego Monteiro,Objetos e frutas,https://www.catalogodasartes.com.br/obra/DDDzG/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_11132.jpg,Óleo sobre tela colada sobre chapa de madeira,,,,,,,44.2,23.5,65000.0,32663.32,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Sem título - Gravura EA 7/12 V/V - 25 x 31 cm - Esta obra entrou em leilão com o lance inicial de R$150,00",Leilão Arte e Eventos 13 de Agosto de 2013,Pinturas,Victor Vasarely,Sem título,https://www.catalogodasartes.com.br/obra/DGetcA/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_120687.jpg,Gravura,,,,,,,31.0,25.0,850.0,374.45,reprodução,True,2013
1980.0,https://www.catalogodasartes.com.br/cotacao/artista/Jose%20Antonio%20da%20Silva%20-%20Jos%C3%A9%20Ant%C3%B4nio%20da%20Silva/,,Soraia Cals/Evandro Carneiro Leilões,Pinturas,Jose Antonio da Silva - José Antônio da Silva,Repouso,https://www.catalogodasartes.com.br/obra/Gtze/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2630.jpg,Óleo sobre Tela,,,,,,,70.5,50.5,11900.0,5950.0,pintura,True,2007
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"composição - Gravura , CID - 95 x 53 cm. - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 1.500,00",Leilão CIA Paulista 12 de Maio de 2015,Pinturas,Victor Vasarely,Composição,https://www.catalogodasartes.com.br/obra/DtUcGG/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_164822.jpg,Gravura,,,,,,,53.0,95.0,1700.0,564.78,reprodução,True,2014
1960.0,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,"Reproduzido no Catálogo Raisonné Vol. IV à pág. 500 - Ilustração nº1 do romance ""Terre Promise"" do livro ""Romans"" de André Maurois Atestado de autenticidade do Projeto Portinari nº 757 Exposição temporária no Museu Nacional de Belas Artes Rio de Janeiro 1972.",James Lisboa - Leilão março de 2008,Pinturas,Candido Portinari (1903-1962),Família,https://www.catalogodasartes.com.br/obra/DtBUB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_16545.jpg,Óleo sobre cartão,,,,,,,19.0,26.0,90000.0,50000.0,pintura,False,2008
,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,"Mulher com cão - Técnica mista - 34x36 cm - ACID(Pintor do Núcleo Tarsila do Amaral )Coleção do Professor e Dr. Luiz Fernando da Costa e Silva). - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$ 4.000,00",Leilão Victor Hugo 24 a 26 de Julho de 2018,Pinturas,Vicente do Rego Monteiro,Mulher com cão,https://www.catalogodasartes.com.br/obra/APAAGe/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_797720.jpg,Técnica Mista,,,,,,,36.0,34.0,4200.0,1114.06,outro,True,2018
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,CABEÇA - 9.5X10 - APROXIMADO - DESENHO CRAYON E SANGUINEA - INCLUSO NO RESUMÉ DA OBRA - Texto transcrito do catálogo do leilão.,Leilão Solange Chiconelli 23 de Novembro de 2015,Pinturas,Candido Portinari (1903-1962),CABEÇA,https://www.catalogodasartes.com.br/obra/zPAeUc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_397048.jpg,Desenho,,,,,,,10.0,9.5,18000.0,4864.86,desenho,False,2015
1974.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Victor Vasarely Gyemant, Print - Edições Griffon, assinado inferior direito 1974, 40 x 40 cm. - Texto transcrito do catálogo do leilão.",Leilão Vivian Perez 16 de Abril de 2019,Pinturas,Victor Vasarely,Sem Título,https://www.catalogodasartes.com.br/obra/PeUUtz/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_904463.jpg,Impressão,,,,,,,40.0,40.0,1200.0,310.88,outro,False,2019
1995.0,https://www.catalogodasartes.com.br/cotacao/artista/Aldemir%20Martins/,,Renot,Pinturas,Aldemir Martins,Marinha com coqueiros,https://www.catalogodasartes.com.br/obra/cPU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_894.jpg,Acrílica sobre tela,,,,,,,46.0,27.0,3000.0,1363.64,pintura,False,2007
2004.0,https://www.catalogodasartes.com.br/cotacao/artista/Fernando%20Velloso%20%281951%29/,,Celso Albano Artes e Antiguidades,Pinturas,Fernando Velloso (1951),s/t,https://www.catalogodasartes.com.br/obra/DAzG/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1732.jpg,técnica mista sobre placa,,,,,,,40.0,40.0,2000.0,1000.0,outro,False,2007
1967.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"VICTOR VASARELY - Gravura em metal, 1967, “Code”. Ed. 118/175. Ass. inf. dir. Dimensões: 19 x 14 cm. Com moldura.- Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$2.000,00",Leilão Sala Rússia 16 de Dezembro de 2020,Pinturas,Victor Vasarely,Code,https://www.catalogodasartes.com.br/obra/PAzzPD/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_973391.jpg,Gravura em metal,,,,,,,14.0,19.0,2000.0,392.16,reprodução,True,2020
,https://www.catalogodasartes.com.br/cotacao/artista/Candido%20Portinari%20%281903-1962%29/,Serigrafia Tiragem de 200.,Leilão Errol Flynn Março de 2009,Pinturas,Candido Portinari (1903-1962),Vaso de Flores,https://www.catalogodasartes.com.br/obra/zBGtU/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_35264.jpg,Serigrafia,,,,,,,50.0,70.0,2900.0,1260.87,reprodução,False,2009
1966.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Esta obra entrou em leilão com o lance inicial de R$175.000,00 Óleo s/ madeira, 53 x 50 cm. Ass. centro inferior e verso, dat. 1966-71",Leilão Canvas 07 de Abril de 2014,Pinturas,Victor Vasarely,Betelgeuse - MC,https://www.catalogodasartes.com.br/obra/DUDUtB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_141465.jpg,Óleo sobre madeira,,,,,,,50.0,53.0,235000.0,104910.71,pintura,True,2014
1924.0,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,,Leilão das Galerias 31 de março de 2009,Pinturas,Vicente do Rego Monteiro,S/t,https://www.catalogodasartes.com.br/obra/zBzzc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_35338.jpg,Pastel sobre cartão,,,,,,,17.0,22.0,28500.0,12127.66,pintura,False,2009
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,Esta obra de arte/objeto não foi vendida durante o leilão. O Catálogo das Artes não recebe informações de obras vendidas posteriormente. ass. ao centro s.d. Exemplar nº 38/100,James Lisboa leilão Março 2012,Pinturas,Victor Vasarely,Composição,https://www.catalogodasartes.com.br/obra/AUPeB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_74905.jpg,Serigrafia sobre papel,,,,,,,50.0,55.0,4800.0,2651.93,reprodução,True,2012
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"GRAVURA EDIÇÃO GRIFFON - 41 X 41 CMS. Esta obra entrou em leilão com o lance inicial de R$200,00",Leilão Galeria Buenos Ayres 29 de Janeiro de 2014,Pinturas,Victor Vasarely,Sem Título,https://www.catalogodasartes.com.br/obra/DzcUPt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_138496.jpg,Gravura,,,,,,,41.0,41.0,200.0,82.99,reprodução,True,2014
,https://www.catalogodasartes.com.br/cotacao/artista/Marc%20Chagall/,"Tiragem 271/333 - med 25 x 18 cm - Marca D""Agua. Postuma",Leilão Andre Cencin 15 de Abril de 2013,Pinturas,Marc Chagall,Barco,https://www.catalogodasartes.com.br/obra/DezPDc/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_103918.jpg,Lito,,,,,,,18.0,25.0,3500.0,1776.65,outro,False,2013
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"""Sem titulo"" Escultura de parede em madeira pintada. 1967. 36 x 36 cm. Com etiqueta Multiple Editions Denise Rene. BASE: R$ 12.000,00 - Texto transcrito do catálogo do leilão.",Leilão Lordello e Gobbi 17 de Setembro de 2015,Esculturas/Objetos,Victor Vasarely,Sem Título,https://www.catalogodasartes.com.br/obra/GeUBzB/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_204535.jpg,Escultura de parede em madeira,,,,,,,36.0,36.0,12000.0,3116.88,outro,False,2015
2005.0,https://www.catalogodasartes.com.br/cotacao/artista/Waldomiro%20de%20Freitas%20Sant%20Anna%20-%20Waldomiro%20Sant%20Anna%20-%20Waldomiro%20Santana/,,Renot Leilão Junho/07,Pinturas,Waldomiro de Freitas Sant Anna - Waldomiro Sant Anna - Waldomiro Santana,2 musas e 2 músicos,https://www.catalogodasartes.com.br/obra/GAet/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2706.jpg,Óleo sobre Tela,,,,,,,50.0,100.0,2400.0,1200.0,pintura,True,2007
1978.0,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"Sem título 9/100. Colagem original, 29x27 cm, 1978, A.C.I.D. - Texto transcrito do catálogo do leilão.",Leilão M. Mizrahi 27 de Junho de 2017,Pinturas,Victor Vasarely,Sem título,https://www.catalogodasartes.com.br/obra/ABBDAt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_755176.jpg,Colagem,,,,,,,27.0,29.0,5900.0,1782.48,outro,False,2017
,https://www.catalogodasartes.com.br/cotacao/artista/Victor%20Vasarely/,"VICTOR VASARELY - ""COMPOSIÇÃO CINÉTICA"" - Gravura 193/225 a.c.i.d - 50 x 50 cm - Texto transcrito do catálogo do leilão. - Esta obra entrou em leilão com o lance inicial de R$700,00",Leilão Inova 05 de Junho de 2019,Pinturas,Victor Vasarely,COMPOSIÇÃO CINÉTICA,https://www.catalogodasartes.com.br/obra/PePcBt/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_909856.jpg,Gravura,,,,,,,50.0,50.0,900.0,232.56,reprodução,True,2019
,https://www.catalogodasartes.com.br/cotacao/artista/Vicente%20do%20Rego%20Monteiro/,MULHER COM CACHORROS - ÓLEO SOBRE TELA - 149x112 CM - DÉC. 60 - A.C.S.D. - Texto transcrito do catálogo do leilão.,Leilão M. Mizrahi 14 de Março de 2016,Pinturas,Vicente do Rego Monteiro,MULHER COM CACHORROS,https://www.catalogodasartes.com.br/obra/ADUzBe/,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_714350.jpg,Óleo sobre Tela,,,,,,,112.0,149.0,160000.0,44198.9,pintura,False,2016
